2 4 0 0.3     5.79 23.13      0.000142097 19.1934 0 0 3.9313 0.00729191 59515.5      0 1.00136e-05  1 15.3544  0 0  0 0  0 0.0924206  1 0.00244522  1 59025       1 0.000274181  0 23.0324  0 0  0 0  1 7.77018  0 0.0121386  0 60006 
2 4 0 0.3     5.38 24.08      0.000597 20.4838 0 0 3.58514 0.00850689 59515.5      1 2.5034e-05  0 17.0634  0 0  0 0  1 0.165351  1 0.00249195  1 59025       0 0.00116897  1 23.9042  0 0  0 0  0 7.00493  0 0.0145218  0 60006 
4 4 0 0.3     4.17 16.98      0.000298023 14.8432 0 0 2.13582 0.00763714 29760.2      2 2.19345e-05  1 14.3011  0 0  0 0  2 1.29137  3 0.00259566  3 29558       3 0.000529051  2 15.6879  0 0  0 0  1 2.67793  0 0.022702  0 30078 
4 4 0 0.3     4.04 8.93      2.34842e-05 8.2186 0 0 0.714589 0.00507414 29760.2      0 8.82149e-06  0 8.13112  0 0  0 0  3 0.581889  1 0.00254607  3 29558       3 3.60012e-05  3 8.3513  0 0  0 0  0 0.802048  0 0.0121868  0 30078 
1 4 0 0.3     0.99 28.7      5.96046e-06 28.6893 0 0 0 0 119017      0 5.96046e-06  0 28.6893  0 0  0 0  0 0  0 0  0 119017       0 5.96046e-06  0 28.6893  0 0  0 0  0 0  0 0  0 119017 
1 4 0 0.3     8.37 31.41      8.82149e-06 31.3779 0 0 0.0135903 0.00822282 119022      0 8.82149e-06  0 31.3779  0 0  0 0  0 0.0135903  0 0.00822282  0 119022       0 8.82149e-06  0 31.3779  0 0  0 0  0 0.0135903  0 0.00822282  0 119022 
1 4 0 0.3     7.52 30.33      7.86781e-06 30.2981 0 0 0.0129302 0.00799036 119022      0 7.86781e-06  0 30.2981  0 0  0 0  0 0.0129302  0 0.00799036  0 119022       0 7.86781e-06  0 30.2981  0 0  0 0  0 0.0129302  0 0.00799036  0 119022 
1 4 0 0.3     7.09 29.73      1.09673e-05 29.7077 0 0 0.0131755 0.00826383 119022      0 1.09673e-05  0 29.7077  0 0  0 0  0 0.0131755  0 0.00826383  0 119022       0 1.09673e-05  0 29.7077  0 0  0 0  0 0.0131755  0 0.00826383  0 119022 
2 4 0 0.3     1.98 26.12      2.53916e-05 24.0613 0 0 2.04955 0.00902319 59515.5      1 1.28746e-05  0 22.6827  0 0  0 0  1 0.670948  1 0.00244594  1 59025       0 3.79086e-05  1 25.44  0 0  0 0  0 3.42815  0 0.0156004  0 60006 
2 4 0 0.3     5.96 26.27      8.88109e-05 23.7021 0 0 2.56568 0.00836229 59515.5      0 1.57356e-05  0 21.9188  0 0  0 0  1 0.782271  1 0.0024972  1 59025       1 0.000161886  1 25.4855  0 0  0 0  0 4.34909  0 0.0142274  0 60006 
2 4 0 0.3     5.69 25.84      2.26498e-05 23.352 0 0 2.47852 0.00809348 59515.5      0 1.81198e-05  1 22.9555  0 0  0 0  0 2.08202  1 0.00244975  1 59025       1 2.71797e-05  0 23.7485  0 0  0 0  1 2.87503  0 0.0137372  0 60006 
2 4 0 0.3     5.6 24.8      0.000817537 21.1277 0 0 3.66299 0.00912786 59515.5      1 3.00407e-05  0 17.9895  0 0  0 0  1 0.525603  1 0.002527  1 59025       0 0.00160503  1 24.2659  0 0  0 0  0 6.80038  0 0.0157287  0 60006 
3 4 0 0.3     2.07 19.26      0.000179211 17.9894 0 0 1.26523 0.00903598 39679      0 3.29018e-05  1 17.8816  0 0  0 0  2 1.05627  2 0.0028193  2 39560       1 0.00026679  2 18.1983  0 0  0 0  1 1.37299  0 0.0209789  0 39853 
3 4 0 0.3     4.68 19.43      4.92732e-05 18.0787 0 0 1.34356 0.007423 39679      2 2.28882e-05  1 17.6807  0 0  0 0  0 1.12711  1 0.00251889  2 39560       1 9.39369e-05  0 18.2951  0 0  0 0  1 1.74155  0 0.017005  0 39853 
3 4 0 0.3     4.76 19.07      9.74337e-05 17.8541 0 0 1.20914 0.00738064 39679      1 2.40803e-05  1 17.3363  0 0  0 0  2 0.930423  1 0.00249314  2 39560       0 0.000147104  2 18.1329  0 0  0 0  1 1.72704  0 0.0169022  0 39853 
3 4 0 0.3     4.35 18.11      0.000339349 15.4795 0 0 2.62287 0.00729648 39679      0 2.28882e-05  2 11.9803  0 0  0 0  1 0.829933  1 0.00244403  2 39560       2 0.000843048  1 17.2726  0 0  0 0  2 6.12152  0 0.016938  0 39853 
4 4 0 0.3     2.2 17.49      0.000157237 14.8001 0 0 2.68282 0.00841582 29760.2      1 3.17097e-05  3 14.3585  0 0  0 0  0 1.74049  2 0.0025363  3 29558       0 0.000264168  0 15.7423  0 0  0 0  3 3.1246  0 0.0259213  0 30078 
4 4 0 0.3     4.57 17.28      0.000247777 14.725 0 0 2.54639 0.00710553 29760.2      2 3.12328e-05  3 13.8926  0 0  0 0  0 1.02548  3 0.00262403  3 29558       3 0.000405073  0 16.2458  0 0  0 0  3 3.3787  0 0.0204959  0 30078 
4 4 0 0.3     4.31 17.49      9.26256e-05 15.0596 0 0 2.42069 0.00743032 29760.2      3 1.78814e-05  2 14.6341  0 0  0 0  1 1.30184  2 0.00257707  3 29558       2 0.00012517  1 16.1773  0 0  0 0  2 2.84654  0 0.0210083  0 30078 
4 4 0 0.3     4 16.94      0.000109434 14.6956 0 0 2.23395 0.00789577 29760.2      2 4.43459e-05  1 13.9956  0 0  0 0  2 1.21724  1 0.0025003  3 29558       1 0.000147104  2 15.7124  0 0  0 0  1 2.93396  0 0.0237472  0 30078 
1 4 0 0     1.37 34.44      8.10623e-06 34.4295 0 0 0 0 119017      0 8.10623e-06  0 34.4295  0 0  0 0  0 0  0 0  0 119017       0 8.10623e-06  0 34.4295  0 0  0 0  0 0  0 0  0 119017 
1 4 0 0.3     1.32 31.11      8.10623e-06 31.1002 0 0 0 0 119017      0 8.10623e-06  0 31.1002  0 0  0 0  0 0  0 0  0 119017       0 8.10623e-06  0 31.1002  0 0  0 0  0 0  0 0  0 119017 
1 4 0 0.15     6.85 28.01      7.86781e-06 27.9789 0 0 0.0148494 0.0100617 119031      0 7.86781e-06  0 27.9789  0 0  0 0  0 0.0148494  0 0.0100617  0 119031       0 7.86781e-06  0 27.9789  0 0  0 0  0 0.0148494  0 0.0100617  0 119031 
1 4 0 0.1     6.79 28.18      5.96046e-06 28.1516 0 0 0.0175428 0.0128295 119037      0 5.96046e-06  0 28.1516  0 0  0 0  0 0.0175428  0 0.0128295  0 119037       0 5.96046e-06  0 28.1516  0 0  0 0  0 0.0175428  0 0.0128295  0 119037 
1 4 0 0.075     8.31 35.54      1.4782e-05 35.5047 0 0 0.0194376 0.0139816 119041      0 1.4782e-05  0 35.5047  0 0  0 0  0 0.0194376  0 0.0139816  0 119041       0 1.4782e-05  0 35.5047  0 0  0 0  0 0.0194376  0 0.0139816  0 119041 
2 4 0 0.3     2.19 25.25      0.000880003 22.3983 0 0 2.84128 0.0096935 59515.5      1 3.19481e-05  0 20.4809  0 0  0 0  1 0.924751  1 0.00241089  1 59025       0 0.00172806  1 24.3156  0 0  0 0  0 4.7578  0 0.0169761  0 60006 
2 4 0 0.15     4.86 27.32      0.000832558 24.6609 0 0 2.65495 0.0103952 59520.5      0 3.29018e-05  0 22.7286  0 0  0 0  1 0.721816  1 0.00247669  0 59430       1 0.00163221  1 26.5933  0 0  0 0  0 4.58809  0 0.0183136  1 59611 
2 4 0 0.075     6.45 25.53      0.000244021 23.139 0 0 2.38997 0.013142 59533.5      0 1.09673e-05  1 23.1311  0 0  0 0  0 2.38227  1 0.0024538  1 59529       1 0.000477076  0 23.1469  0 0  0 0  1 2.39766  0 0.0238302  0 59538 
4 4 0 0.075     3.2 6.22      1.96099e-05 5.36179 0 0 0.851964 0.00861084 29778      1 1.50204e-05  0 4.61309  0 0  0 0  2 0.129211  1 0.00312877  1 29600       2 2.43187e-05  2 6.08455  0 0  0 0  0 1.60065  0 0.0245588  0 29880 
1 4 0 0     0.79 15.45      5.00679e-06 15.4443 0 0 0 0 119017      0 5.00679e-06  0 15.4443  0 0  0 0  0 0  0 0  0 119017       0 5.00679e-06  0 15.4443  0 0  0 0  0 0  0 0  0 119017 
1 4 0 0.3     0.79 15.58      5.00679e-06 15.5828 0 0 0 0 119017      0 5.00679e-06  0 15.5828  0 0  0 0  0 0  0 0  0 119017       0 5.00679e-06  0 15.5828  0 0  0 0  0 0  0 0  0 119017 
1 4 0 0.15     5.92 15.4      5.00679e-06 15.393 0 0 0.0109725 0.00610828 119031      0 5.00679e-06  0 15.393  0 0  0 0  0 0.0109725  0 0.00610828  0 119031       0 5.00679e-06  0 15.393  0 0  0 0  0 0.0109725  0 0.00610828  0 119031 
1 4 0 0.1     6.01 15.47      4.76837e-06 15.4575 0 0 0.0119016 0.00671458 119037      0 4.76837e-06  0 15.4575  0 0  0 0  0 0.0119016  0 0.00671458  0 119037       0 4.76837e-06  0 15.4575  0 0  0 0  0 0.0119016  0 0.00671458  0 119037 
1 4 0 0.075     5.99 15.75      5.00679e-06 15.733 0 0 0.0123777 0.00747728 119041      0 5.00679e-06  0 15.733  0 0  0 0  0 0.0123777  0 0.00747728  0 119041       0 5.00679e-06  0 15.733  0 0  0 0  0 0.0123777  0 0.00747728  0 119041 
2 4 0 0.3     1.25 8.29      8.46386e-06 8.09536 0 0 0.189366 0.00490212 59515.5      0 5.96046e-06  1 7.94281  0 0  0 0  0 0.0368004  1 0.00256228  1 59025       1 1.09673e-05  0 8.24792  0 0  0 0  1 0.341931  0 0.00724196  0 60006 
2 4 0 0.15     3.48 8.21      1.09673e-05 8.09719 0 0 0.111414 0.00499964 59520.5      1 6.91414e-06  0 8.03134  0 0  0 0  1 0.0455811  1 0.00272226  0 59430       0 1.50204e-05  1 8.16304  0 0  0 0  0 0.177247  0 0.00727701  1 59611 
2 4 0 0.1     3.57 8.44      1.62125e-05 8.26817 0 0 0.168268 0.00669301 59527      0 8.10623e-06  0 8.17176  0 0  0 0  1 0.0718644  1 0.00260639  1 59386       1 2.43187e-05  1 8.36457  0 0  0 0  0 0.264671  0 0.0107796  0 59668 
2 4 0 0.075     3.6 8.47      8.9407e-06 8.28984 0 0 0.172446 0.00738537 59533.5      1 5.96046e-06  0 8.1867  0 0  0 0  1 0.0693254  1 0.0025723  1 59529       0 1.19209e-05  1 8.39297  0 0  0 0  0 0.275567  0 0.0121984  0 59538 
3 4 0 0.3     1.16 6.07      3.48886e-05 5.76739 0 0 0.302416 0.00430981 39679      0 1.09673e-05  1 5.61029  0 0  0 0  0 0.0456469  2 0.00244713  2 39560       1 4.88758e-05  0 6.02417  0 0  0 0  1 0.459511  0 0.00800633  0 39853 
3 4 0 0.15     2.73 6.09      4.42664e-05 5.93812 0 0 0.148064 0.00586239 39684.7      0 1.00136e-05  1 5.87583  0 0  0 0  0 0.0837526  1 0.00298119  0 39597       1 8.2016e-05  0 6.00245  0 0  0 0  1 0.21033  0 0.0112164  1 39780 
3 4 0 0.1     2.7 5.9      1.18415e-05 5.81766 0 0 0.0873907 0.00745551 39690      0 1.07288e-05  1 5.779  0 0  0 0  2 0.0673554  1 0.00313258  0 39554       2 1.28746e-05  2 5.8377  0 0  0 0  1 0.126058  0 0.0155342  2 39841 
3 4 0 0.075     2.7 6.17      1.10467e-05 6.06312 0 0 0.109615 0.00837906 39696.3      2 7.86781e-06  1 6.00299  0 0  0 0  2 0.0589838  1 0.00272059  2 39583       1 1.3113e-05  2 6.11376  0 0  0 0  1 0.169745  0 0.0180347  0 39770 
4 4 0 0.3     1.11 5.02      0.000118673 4.84621 0 0 0.177472 0.00483018 29760.2      1 8.82149e-06  2 4.77679  0 0  0 0  1 0.0529034  1 0.00297308  3 29558       2 0.000155926  1 4.9709  0 0  0 0  2 0.246862  0 0.0100625  0 30078 
4 4 0 0.15     2.3 5.04      1.4782e-05 4.87474 0 0 0.164605 0.00625575 29766.8      3 1.09673e-05  0 4.81183  0 0  0 0  1 0.0728273  2 0.00292921  0 29645       2 1.71661e-05  1 4.96652  0 0  0 0  0 0.227484  0 0.0154293  1 29845 
4 4 0 0.1     2.28 4.96      1.52588e-05 4.7964 0 0 0.156525 0.00701529 29772.2      1 9.29832e-06  0 4.71934  0 0  0 0  2 0.0942678  1 0.00300074  0 29618       0 1.97887e-05  2 4.85866  0 0  0 0  0 0.233567  0 0.0181911  3 29985 
4 4 0 0.075     2.31 5.04      1.69873e-05 4.8747 0 0 0.162968 0.00804085 29778      1 6.91414e-06  3 4.81941  0 0  0 0  2 0.0919266  1 0.00255108  1 29600       2 2.81334e-05  2 4.94573  0 0  0 0  3 0.218264  0 0.0231504  0 29880 
1 4 0 0     0.82 15.82      4.05312e-06 15.8123 0 0 0 0 119017      0 4.05312e-06  0 15.8123  0 0  0 0  0 0  0 0  0 119017       0 4.05312e-06  0 15.8123  0 0  0 0  0 0  0 0  0 119017 
1 4 0 0.3     0.79 15.36      4.05312e-06 15.3531 0 0 0 0 119017      0 4.05312e-06  0 15.3531  0 0  0 0  0 0  0 0  0 119017       0 4.05312e-06  0 15.3531  0 0  0 0  0 0  0 0  0 119017 
1 4 0 0.15     5.95 15.53      5.96046e-06 15.5103 0 0 0.0117338 0.00654936 119031      0 5.96046e-06  0 15.5103  0 0  0 0  0 0.0117338  0 0.00654936  0 119031       0 5.96046e-06  0 15.5103  0 0  0 0  0 0.0117338  0 0.00654936  0 119031 
1 4 0 0.1     5.93 15.51      5.00679e-06 15.4962 0 0 0.0125847 0.00756025 119037      0 5.00679e-06  0 15.4962  0 0  0 0  0 0.0125847  0 0.00756025  0 119037       0 5.00679e-06  0 15.4962  0 0  0 0  0 0.0125847  0 0.00756025  0 119037 
1 4 0 0.075     5.97 15.6      5.50747e-05 15.582 0 0 0.0134201 0.0073998 119041      0 5.50747e-05  0 15.582  0 0  0 0  0 0.0134201  0 0.0073998  0 119041       0 5.50747e-05  0 15.582  0 0  0 0  0 0.0134201  0 0.0073998  0 119041 
2 4 0 0.3     1.22 8.12      1.00136e-05 8.02074 0 0 0.0959074 0.00484812 59515.5      0 9.05991e-06  1 7.99842  0 0  0 0  0 0.0735795  1 0.00261736  1 59025       1 1.09673e-05  0 8.04306  0 0  0 0  1 0.118235  0 0.00707889  0 60006 
2 4 0 0.15     3.5 8.13      9.53674e-06 8.05282 0 0 0.070724 0.00561583 59520.5      0 9.05991e-06  1 8.05183  0 0  0 0  0 0.0697303  1 0.00316405  0 59430       1 1.00136e-05  0 8.0538  0 0  0 0  1 0.0717177  0 0.00806761  1 59611 
2 4 0 0.1     3.54 8.25      9.05991e-06 8.16398 0 0 0.0866381 0.00685561 59527      0 9.05991e-06  1 8.12218  0 0  0 0  0 0.0448239  1 0.00291777  1 59386       0 9.05991e-06  0 8.20579  0 0  0 0  1 0.128452  0 0.0107934  0 59668 
2 4 0 0.075     3.63 8.37      8.46386e-06 8.20033 0 0 0.168317 0.00807178 59533.5      1 7.86781e-06  1 8.08501  0 0  0 0  0 0.0529788  1 0.00298095  1 59529       0 9.05991e-06  0 8.31566  0 0  0 0  1 0.283655  0 0.0131626  0 59538 
3 4 0 0.3     1.11 6.01      1.63714e-05 5.8417 0 0 0.166874 0.00592709 39679      0 1.09673e-05  2 5.76251  0 0  0 0  0 0.0371139  1 0.00402117  2 39560       2 1.90735e-05  0 5.97145  0 0  0 0  2 0.246075  0 0.00958347  0 39853 
3 4 0 0.15     2.7 5.97      1.67688e-05 5.80094 0 0 0.16881 0.006447 39684.7      1 9.05991e-06  0 5.7205  0 0  0 0  2 0.0533135  1 0.00287318  0 39597       0 2.31266e-05  2 5.91644  0 0  0 0  0 0.249226  0 0.0123053  1 39780 
3 4 0 0.1     2.7 5.9      2.3524e-05 5.81872 0 0 0.0859059 0.00708278 39690      2 8.82149e-06  0 5.80155  0 0  0 0  2 0.0605111  1 0.00325537  0 39554       0 3.19481e-05  2 5.84414  0 0  0 0  0 0.103051  0 0.0140274  2 39841 
3 4 0 0.075     2.69 6.07      3.98954e-05 5.96294 0 0 0.104549 0.00800077 39696.3      2 1.0252e-05  1 5.93215  0 0  0 0  2 0.0701177  1 0.00317049  2 39583       0 5.8651e-05  2 5.9974  0 0  0 0  1 0.135329  0 0.0168188  0 39770 
4 4 0 0.3     1.07 4.88      1.26362e-05 4.76214 0 0 0.111852 0.00417191 29760.2      1 9.77516e-06  3 4.71497  0 0  0 0  0 0.0609651  3 0.00263023  3 29558       3 1.57356e-05  0 4.81302  0 0  0 0  3 0.159029  0 0.00838041  0 30078 
4 4 0 0.15     2.28 4.91      2.6226e-05 4.77393 0 0 0.130136 0.00613374 29766.8      2 1.69277e-05  0 4.73252  0 0  0 0  2 0.0491862  1 0.00323248  0 29645       0 3.40939e-05  2 4.8549  0 0  0 0  0 0.17153  0 0.0138776  3 29845 
4 4 0 0.1     3.55 7.02      0.000200927 5.64828 0 0 1.37064 0.00755429 29772.2      2 7.86781e-06  3 4.30748  0 0  0 0  0 0.066632  1 0.00262737  0 29618       3 0.000391006  0 6.95245  0 0  0 0  3 2.71125  0 0.022145  3 29985 
4 4 0 0.075     2.3 5.04      2.91467e-05 4.91106 0 0 0.126647 0.00801462 29778      2 8.82149e-06  3 4.89001  0 0  0 0  2 0.0803835  1 0.00322294  1 29600       1 3.69549e-05  2 4.95734  0 0  0 0  3 0.147692  0 0.0216265  0 29880 
1 4 0 0     0.97 17.21      0 17.2093 0 0 0 0 132293      0 0  0 17.2093  0 0  0 0  0 0  0 0  0 132293       0 0  0 17.2093  0 0  0 0  0 0  0 0  0 132293 
1 4 0 0.3     0.98 17.33      0 17.3185 0 0 0 0 132293      0 0  0 17.3185  0 0  0 0  0 0  0 0  0 132293       0 0  0 17.3185  0 0  0 0  0 0  0 0  0 132293 
4 4 0 0.075     0.95 1.15      1.52588e-05 1.08773 0 0 0.0688892 0.00774497 7799.25      3 1.12057e-05  0 1.07408  0 0  0 0  1 0.0566308  2 0.00352335  2 7768       1 2.00272e-05  1 1.09999  0 0  0 0  0 0.0825276  0 0.0195458  3 7851 
4 4 0 0.075     0.84 1.17      1.44243e-05 1.09236 0 0 0.0739315 0.00831789 7799.25      1 5.96046e-06  0 1.08446  0 0  0 0  3 0.0635312  2 0.00426531  2 7768       0 2.09808e-05  3 1.10276  0 0  0 0  0 0.0818148  0 0.0199792  3 7851 
4 4 0 0.075     0.8 1.18      1.10269e-05 1.09897 0 0 0.0858143 0.00784194 7799.25      3 8.10623e-06  0 1.07651  0 0  0 0  2 0.0583475  1 0.0035789  2 7768       0 1.3113e-05  2 1.12644  0 0  0 0  0 0.108258  0 0.0199189  3 7851 
4 4 0 0.075     11.59 46.62      5.11408e-05 45.4744 0 0 1.12593 0.00737476 173800      0 1.09673e-05  2 45.0826  0 0  0 0  0 0.226885  3 0.00246572  2 173769       2 6.79493e-05  0 46.3734  0 0  0 0  2 1.51763  0 0.0218725  3 173852 
4 4 0 0.075     11.42 46.7      4.10676e-05 45.7125 0 0 0.971669 0.00751454 173800      0 2.00272e-05  3 45.3995  0 0  0 0  1 0.562466  1 0.00246453  2 173769       1 8.01086e-05  1 46.1217  0 0  0 0  3 1.28466  0 0.0217779  3 173852 
4 4 0 0.075     3.5 7.95      5.26905e-05 7.70178 0 0 0.245602 0.00853455 41525.2      0 1.5974e-05  3 7.62607  0 0  0 0  2 0.179255  3 0.00267482  1 41477       1 7.20024e-05  2 7.76813  0 0  0 0  3 0.321317  0 0.0255065  2 41565 
4 4 0 0.075     5.48 18.32      0.000395119 17.8636 0 0 0.448862 0.00938284 72626.2      3 1.12057e-05  0 17.4854  0 0  0 0  3 0.131299  1 0.00270104  1 72578       0 0.000543118  3 18.1816  0 0  0 0  0 0.826925  0 0.0279925  2 72666 
1 4 0 0.3     0.7 11.08      6.19888e-06 11.0692 0 0 0 0 86845      0 6.19888e-06  0 11.0692  0 0  0 0  0 0  0 0  0 86845       0 6.19888e-06  0 11.0692  0 0  0 0  0 0  0 0  0 86845 
1 4 0 0.15     4.68 11.38      5.00679e-06 11.3609 0 0 0.00974011 0.00451255 86855      0 5.00679e-06  0 11.3609  0 0  0 0  0 0.00974011  0 0.00451255  0 86855       0 5.00679e-06  0 11.3609  0 0  0 0  0 0.00974011  0 0.00451255  0 86855 
